State,City,Ratings,Alcohol Availability,Hotel Name,Address,Total Rooms,,Category,Pricing,Meals
Kerala,Ernakulam,2.972461752,With Alcohol,Hotel Navarathna,N H Bye Pass  Aluva,16,,4 Star, 72 932,Dinner
Kerala,Ernakulam,2.972461752,With Alcohol,Hotel Park Residency,Near Civil Station  Seaport Airport Road  Kakkanad  Ernakulam,27,,4 Star,  69 821,Lunch
Kerala,Ernakulam,2.972461752,With Alcohol,HOTEL VKJ INTERNATIONAL,Thattekad Bird Sanctuary Via  Kuttampuzha  Kothamangalam  Ernakulam,21,,4 Star,  71 832,All meals
Kerala,Ernakulam,2.972461752,With Alcohol,KABANI REGENCY,karimugal Ernakulam ,18,,4 Star,68 823,Breakfast
Kerala,Ernakulam,4,With Alcohol,Lotus 8 A part hotels,Opp  Cochin international airport  vapalassery p o   Nedumbassery  Ernakulam,58,,4 Star,76683,Lunch
Kerala,Ernakulam,3,With Alcohol,LOVEDONS GRAND,Karimugal Ernakulam,10,,4 Star,82142,Dinner
Kerala,Ernakulam,1.1,With Alcohol,LOVELAND RESIDENCY,Chottanikkara  Ernakulam,10,,4 Star,83675,All meals
Kerala,Ernakulam,2.3,With Alcohol,PARAVOOR GALAXY HOTELS PRIVATE LIMITED ,NEAR CHENDAMANGALAM JUNCTION  CHENDAMANGALAM ROAD  NORTH PARAVOOR  ERNAKULAM DISTRICT ,22,,4 Star,87729,Breakfast
Kerala,Ernakulam,2.4,With Alcohol,PARAY RESIDENCY ,PARAY RESIDENCY TB ROAD MUVATTUPUZHA ERNAKULAM  KERALA ,24,,4 Star,95672,Dinner
Kerala,Ernakulam,4.7,With Alcohol,POLAKULATH KARTHIKA REGENCY ,34   1648 A Edappally  Cochin   682024 ,10,,4 Star,87123,Lunch
Kerala,Ernakulam,4.1,With Alcohol,The Killians Boutique Hotel,P  O  Box No  22  River Road  Fort Kochi  Ernakulam,21,,4 Star,93485,All meals
Kerala,Ernakulam,1.3,With Alcohol,The Renai Cochin  Formerly Known as Renaissance Cochin  ,Palarivattom Cochin,48,,4 Star,92746,Breakfast
Kerala,Ernakulam,1,With Alcohol,tHE VILLAGE INN,CHERANGANAL JUNCTION KOTTAPPADY ERNAKULAM DIST,11,,4 Star,86249,Dinner
Kerala,Ernakulam,4.4,With Alcohol,VKG Group Holiday Hotel,Devaswom Nada  Munambam Road  Cherai P O  Ernakulam,19,,4 Star,78835,Lunch
Kerala,Guruvayoor,3.4,With Alcohol,Polakulaths Sree Krishna Regency ,XIX 163 1 to 5 XIX 136 137 138  East Nada  Opposite Private Bus Stand  Guruvayur  Kerala  Guruvayoor Guruvayoor,34,,4 Star,98723,All meals
Kerala,Idduki,1.6,With Alcohol,SPICE VILLAGE,Kumily Road  Thekkady   685 509  Kerala  India,52,,4 Star,96324,Breakfast
Kerala,Idukki,3.5,With Alcohol,Alanta Residency ,Muttom P O Thodupuzha Idukki Idukki Idukki ,17,,4 Star,98823,Lunch
Kerala,Idukki,2.4,With Alcohol,HOTEL JOANCE REGENCY,NEAR KSRTC BUS STAND  THODUPUZHA,13,,4 Star,93482,Dinner
Kerala,Idukki,4,With Alcohol,HOTEL KUMILY GATE,KUMILY P O  THEKKADY  IDUKKI DISTRICT,16,,4 Star,95824,All meals
Kerala,Idukki,3,With Alcohol,MATHA REGENCY  A UNIT OF MATHA TOURIST HOME ,ADIMALI  IDUKKI DISTRICT,19,,4 Star,87432,Breakfast
Kerala,Kannur,1.1,With Alcohol,BROAD BEAN  KANNUR,CENTRAL BUS TERMINAL COMPLEX  THAVAKKARA  KANNUR DISTRICT ,17,,4 Star,   68 821,Dinner
Kerala,Kannur,2.3,With Alcohol,Hotel Samrat,Court Road  Taliparamba P O  Kannur,27,,4 Star,   71 823,Lunch
Kerala,Kannur,2.4,With Alcohol,J K Residency,Kelakam  Kelakam P O  Kannur,19,,4 Star, 69 832,All meals
Kerala,Kasaragod,3.1,With Alcohol,HOTEL HIGHWAY CASTLE,Nullipaddy Near Govt  Ayurveda Hospital  Kasaragod ,17,,4 Star, 70 932,Breakfast
Kerala,Kasaragod,2.1,With Alcohol,J K Residency,Cheruvathur  Cheruvathur PO  Kasargod Dist ,19,,4 Star,  67 823,Lunch
Kerala,KASARGOD,4.6,With Alcohol,SREE GOKULAM NALANDA RESORTS  A UNIT OF SREE GOKULAM HOTELS INDIA PVT   LTD ,NH 17  NILESHWAR P O   KASARGOD,20,,4 Star, 72 932,Dinner
Kerala,Kochi,2.7,With Alcohol,Broad Bean Hotel,Opposite KSEB N H Bypass Vytila,47,,4 Star,  69 821,All meals
Kerala,Kochi,1.4,With Alcohol,Elite Tourist Home,PARAMARA ROAD KOCHI  KERALA STATE Kochi,22,,4 Star,  71 832,Breakfast
Kerala,Kochi,1.1,With Alcohol,THE AVENUE REGENT,62 1807  M G ROAD  ERNAKULAM,54,,4 Star,68 823,Dinner
Kerala,Kochi,4,With Alcohol,Yuvarani Residency,A Unit of Ranimatha Arcade   Jos Junction  M G Road Ernakulam,38,,4 Star,76683,Lunch
Kerala,Kodungallur,3,With Alcohol,Hotel Park Residency,Chandapura  Kodungallur  Thrissur,11,,4 Star,82142,All meals
Kerala,Kollam,1.1,With Alcohol,All Season Backwater Resort,All Season Backwater Resort  Near Thevally Bridge  Kadavoor  Mathilil P O  Kollam,19,,4 Star,83675,Breakfast
Kerala,Kollam,2.3,With Alcohol,HARISREE RESIDENCY,PERUMPUZHA P O  KUNDARA,16,,4 Star,87729,Dinner
Kerala,Kollam,2.4,With Alcohol,Hotel Ambalakkara Regency,Pulamon P O  Kottarakkara  Kollam,16,,4 Star,95672,Lunch
Kerala,Kollam,4.7,With Alcohol,Hotel Hillway,Main Road  Kadakkal P O   Kollam  Dist  ,10,,4 Star,87123,All meals
Kerala,Kollam,4.1,With Alcohol,HOTEL KAVERY ,MUKKADA  KUNDARA KOLLAM,11,,4 Star,93485,Breakfast
Kerala,Kollam,1.3,With Alcohol,HOTEL LEKSHMI,HOTEL LEKSHMI  PARIPALLY P O  KOLLAM,11,,4 Star,92746,Lunch
Kerala,Kollam,2,With Alcohol,HOTEL NILA PALACE ,CHEERANCAVU EZHUKONE KOLLAM,19,,4 Star,86249,Dinner
Kerala,Kollam,1,With Alcohol,HOTEL PANACEA VENTURES ,KSRTC JUNCTION  PUNALUR  KOLLAM DISTRICT Kollam,22,,4 Star,78835,All meals
Kerala,Kollam,4.4,With Alcohol,HOTEL RAJ REGENCY,MC ROAD  NILAMEL  NILAMEL PO  KOLLAM DISTRICT  KERALA  PIN 691535,22,,4 Star,98723,Breakfast
Kerala,Kollam,3.4,With Alcohol,Hotel Raj Residency,N H 66 Kalluvathukkal Kollam Dist   ,22,,4 Star,96324,Dinner
Kerala,Kollam,1.6,With Alcohol,HOTEL REGANT LAKE PALACE ,PUTHENTHURA P O  NEENDAKARA  KOLLAM  KERALA,26,,4 Star,98823,Lunch
Kerala,Kollam,3.5,With Alcohol,HOTEL SAMUDRA,MARKET JUNCTION  KOTTARAKARA P O ,11,,4 Star,93482,All meals
Kerala,Kollam,2.4,With Alcohol,HOTEL SHILPA REGENCY  A UNIT OF SILPA HOSPITALITY PVT  LTD  ,M C Road  Inchakkad  Mylom P O  Kottarakkara Kollam,12,,4 Star,95824,Breakfast
Kerala,Kollam,4,With Alcohol,KAVERI INTERNATIONAL,PUTHENKULAM P O   PARAVUR   KOLLAM,14,,4 Star,87432,Lunch
Kerala,Kollam,3,With Alcohol,Madathil Regency,Kottiyam  Kollam Dist  Kerala ,21,,4 Star,92137,Dinner
Kerala,Kollam,1.1,With Alcohol,ROYALKALLADA RESIDENCY,EAST KALLADA  KOLLAM,20,,4 Star,96123,All meals
Kerala,Kottayam,2.3,With Alcohol,Emerald Regency,Vakathanam P O  Njaliakuzhy Jn   Kottayam ,22,,4 Star,98523,Breakfast
Kerala,Kottayam,2.4,With Alcohol,Hotel Arcadia,T B Road  Kottaym,37,,4 Star,95823,Dinner
Kerala,Kottayam,2.1,With Alcohol,HOTEL SANYO,KURUVILANGAD P O  KOTTAYAM ,10,,4 Star,93724,Lunch
Kerala,Kottayam,1.4,With Alcohol,Hotel Sears Private Limited,M C Road  Nagampadam  Kottayam,11,,4 Star,98742,All meals
Kerala,Kottayam,2.4,With Alcohol,SAKTHI TOURIST HOME,BAKER JUNCTION  KOTTAYAM,23,,4 Star,96742,Breakfast
Kerala,Kottayam,1.1,With Alcohol,Windsor Castle,A Unit of St Mary s Hotels Pvt Ltd   M C Road  Kodimatha Kottayam District  Kerala State Pin  686013,56,,4 Star,97623,Lunch
Kerala,Kottayam,2.4,With Alcohol,Zodiac Heritage,Companykada Road  Mundakayam,10,,4 Star,98234,Dinner
Kerala,Kumarakom,2.1,With Alcohol,Taj Kumarakom Resort and Spa,Kavanattinkara  Kumarakom  Kottayam Kumarakom,28,,4 Star,99237,All meals
Kerala,Malappuram,1.4,With Alcohol,HOTEL DEVALOKAM,Ponani Road Edappal Post Malappuram Distict Kerala State,12,,4 Star,94123,Breakfast
Kerala,Malappuram,2.4,With Alcohol,MALABAR HERITAGE  KMA Resorts Pvt Ltd ,Building No 34  216 217 218  4Th Stage By Pass  Manjeri,18,,4 Star,99123,Dinner
Kerala,Malappuram,1.1,With Alcohol,NIRMALLYAM RESIDENCY HOTELS PRIVATE LIMITED,CHANGARAMKULAM  P O ALAMKODE  MALAPPURAM DISTRICT,21,,4 Star,93782,Lunch
Kerala,Muvattupuzha,1,With Alcohol,Hotel Central Fort,Green Seven Hotels Private Limited Vazhakulam Post  Muvattupuzha Ernakulam Dist   ,10,,4 Star,94873,All meals
Kerala,Muvattupuzha,3,With Alcohol,HOTEL KABANI INTERNATIONAL,Near Private Bus Stand  Thodupuzha Road  Muvattupuzha  Ernakulam Dist ,13,,4 Star,93927,Breakfast
Kerala,Muvattupuzha,5,With Alcohol,HOTEL NARENDRA CENTRAL,HOTEL NARENDRA CENTRAL  NEAR KSRTC BUS STATION  M C ROAD  MOOVATTUPUZHA 686661,10,,4 Star,98723,Dinner
Kerala,Palai,4,With Alcohol,Armani Residency,Ramapuram  Pala  Kottayam,12,,4 Star,82142,Lunch
Kerala,Palai,2.2,With Alcohol,MAREENA TOURIST HOME,Erattupetta  Kottayam  DT  Kerala ,11,,4 Star,83675,All meals
Kerala,Perumbavoor,4.5,With Alcohol,Aarya Palace,M C Road  Pulluvazhy  Perumbavoor Ernakulam Dist ,16,,4 Star,87729,Breakfast
Kerala,Perumbavoor,5,With Alcohol,JAIRAJ LODGE,Perumbavoor P O  Ernakulam ,10,,4 Star,95672,Lunch
Kerala,Thiruvananthapuram,2.2,With Alcohol,HOTEL CLASSIC AVENUE,HOTEL CLASSIC AVENUE  T C 25 1744 1   MANJALIKULAM ROAD  THAMPANOOR  THIRUVANATHAPURAM  695001,60,,4 Star,87123,Dinner
Kerala,Thiruvananthapuram,4.4,With Alcohol,HOTEL DOUBLOON,KALLAMBALAM  TRIVANDRUM,29,,4 Star,93485,All meals
Kerala,Thiruvananthapuram,3.2,With Alcohol,Hotel Karthika Residency ,Karette  Vamanapuram P O   Thiruvanthapuram  Kerala  Pin   695606,12,,4 Star,92746,Breakfast
Kerala,Thiruvananthapuram,2,With Alcohol,HOTEL LIBRA,PAZHAYA ROAD  MEDICAL COLLEGE  P O  TRIVANDRUM Thiruvananthapuram,22,,4 Star,86249,Dinner
Kerala,Thiruvananthapuram,1.1,With Alcohol,Hotel Maurya Rajadhani,GH Road  Statue  Trivandrum,39,,4 Star,78835,Lunch
Kerala,Thiruvananthapuram,2.1,With Alcohol,HOTEL NEW INDRAPRASTHA,KILIMANOOR PO  THIRUVANANTHAPURAM,22,,4 Star,78236,All meals
Kerala,Thiruvananthapuram,1.4,With Alcohol,HOTEL ROHINI INTERNATIONAL,HOTEL ROHINI INTERNATIONAL  VITHURA P O   ,11,,4 Star,81123,Breakfast
Kerala,Thiruvananthapuram,3.4,With Alcohol,HOTEL SAVITHRI,CHIRAYINKEEZHU ROAD   ATTINGAL  KERALA,15,,4 Star,79832,Dinner
Kerala,Thiruvananthapuram,1.1,With Alcohol,HOTEL SOORYA,PALACE ROAD  ATTINGAL  TRIVANDRUM,11,,4 Star,89357,Lunch
Kerala,Thiruvananthapuram,2.4,With Alcohol,HOTEL SREEPADMANABHA,BALARAMAPURAM  TRIVANDRUM,18,,4 Star,76249,All meals
Kerala,Thiruvananthapuram,4,With Alcohol,SP GRAND DAYS,PANAVILA JUNCTION  THYCAUD P O  THIRUVANANTHAPURAM,73,,4 Star,88724,Breakfast
Kerala,Thiruvananthapuram,3,With Alcohol,SREEVALSAM RESIDENCY ,M C ROAD VEMBAYAM  TRIVANDRUM,17,,4 Star,54545,Lunch
Kerala,Thiruvananthapuram,1.1,With Alcohol,SURENDRA TRIDENT HOTEL,VATTIYOORKAVU  TRIVANDRUM   695013,11,,4 Star,   68 821,Dinner
Kerala,Thiruvananthapuram,2.3,With Alcohol,THE RESIDENCY TOWER,PRESS ROAD  TRIVANDRUM,48,,4 Star,   71 823,All meals
Kerala,Thiruvananthapuram,2.4,With Alcohol,VAKKOM PALAZZO,Hotel Vakkom Palazzo VP221A  Panayil Kadavu Road  Vakkom P O  Chiranyinkeezhu Taluk  Thiruvananthapuram  Pin  695308 ,24,,4 Star, 69 832,Breakfast
Kerala,Thiruvananthapuram,4.7,With Alcohol,WINDSOR RAJADHANI,A UNIT OF RAJADHANI HOTELS PVT  LTD   T C No 5 2396 1  2   3   Toll Junction  Kawdiar  Thiruvananthapuram   695003,52,,4 Star, 70 932,Dinner
Kerala,Thrissur,4.1,With Alcohol,ATHIRAPPILLY RESIDENCY HOTELS INDIA PRIVATE LIMITED,Athirappilly Road  Pariyaram PO  Chalakudy ,20,,4 Star,  67 823,Lunch
Kerala,Thrissur,1.3,With Alcohol,Chand V Regency,Kaipamangalam Thrissur,17,,4 Star, 72 932,All meals
Kerala,Thrissur,1,With Alcohol,CHERUTHURUTHY ECO GARDENS,A UNIT OF PEPCO RESORTS PRIVATE LIMITED  CHERUTHURUTHY P O  THRISSUR ,47,,4 Star,  69 821,Breakfast
Kerala,Thrissur,4.4,With Alcohol,Hotel Anupama Legacy,Main Road  Mala  Thrissur Dist  Thrissur,10,,4 Star,  71 832,Lunch
Kerala,Thrissur,3.4,With Alcohol,HOTEL LUCIYA PALACE,A Unit of Kanichais Enterprises  Marrar Road  Thrissur District     680 001 ,32,,4 Star,68 823,Dinner
Kerala,Thrissur,1.6,With Alcohol,Mamatha Motels,Kechery Post  Thrissur Dist Kerala,11,,4 Star,76683,All meals
Kerala,Thrissur,3.5,With Alcohol,Niya Regency,Kanjani Road  Chettupuzha  P O Olarikkara ,20,,4 Star,82142,Breakfast
Kerala,Wayanad,2.4,With Alcohol,Hotel Manasasaras,Thalassery Road  Mananthavady  Wayand,12,,4 Star,83675,Dinner
Maharashtra,Mumbai,4,With Alcohol,Courtyard By Marriott Mumbai International Airport   Unit of Kanakia Hotels And Resorts Pvt Ltd    ,Courtyard By Marriott Mumbai International Airport  CTS NO 215  Andheri Kurla Road  Andheri   E   Mumbai Mumbai Mumbai Mumbai,299,,4 Star,87729,Lunch
Maharashtra,Mumbai,3,With Alcohol,Fariyas Hotel Mumbai,25  Off Arthur Bunder Road  Colaba,93,,4 Star,95672,All meals
Maharashtra,Mumbai,1.1,With Alcohol,Hotel Kohinoor Continental,J B Nagar  Andheri Kurla Road  Andheri East  Mumbai ,137,,4 Star,87123,Breakfast
Maharashtra,Mumbai,2.3,With Alcohol,HOTEL SAHIL PVT  LTD ,292  J  B  BEHRAM MARG  MUMBAI CENTRAL  ,88,,4 Star,93485,Lunch
Maharashtra,Mumbai,2.4,With Alcohol,HOTEL TRANSIT PVT  LTD   T24 RESIDENCY ,CHURCH ROAD  NEAR AIRPORT ROAD METRO STATION  MAROL  ANDHERI EAST  MUMBAI  400059,55,,4 Star,92746,Dinner
Maharashtra,Mumbai,3,With Alcohol,Peninusla Grand Hotel,Sakinaka Junction  Lokmanya Tilak Nagar  Andheri East  Mumbai  Maharashtra ,81,,4 Star,86249,All meals
Maharashtra,Mumbai,1.1,With Alcohol,Ramee Guestline Hotel,Plot No 3  Kohinoor Road  Dadar  East   Mumbai   400014,58,,4 Star,78835,Breakfast
Maharashtra,Mumbai,2.3,With Alcohol,Ramee Guestline Hotel,462 A b Nair Road  Juhu,89,,4 Star,98723,Dinner
Maharashtra,Mumbai,2.4,With Alcohol,THE SHALIMAR HOTEL,AUGUST KRANTI MARG  KEMPS CORNER  MUMBAI 400036,60,,4 Star,96324,Lunch
Maharashtra,Mumbai,4.7,With Alcohol,Trident  Bandra Kurla,C 56   G  Block  Bandra Kurla Complex  Mumbai ,436,,4 Star,98823,All meals
Maharashtra,Nashik,4.1,With Alcohol,COURTYARD MARRIOTT,S NO  514A1 21TO191  PLOT NO  1 2 5 6 7 8 9  NEAR WOCKHARDT HOSPITAL  MUMBAI NAK  MUMBAI AGRA HIGHWAY  VILLAGE NASHIK  TALUKA   DIST  NASHIK 422011,113,,4 Star,93482,Breakfast
Maharashtra,Navi Mumbai,1.3,With Alcohol,Apeejay Surrendra Park Hotels Limited,Plot No  1  Sector 10  CBD Belapur  Navi Mumbai 400614,80,,4 Star,95824,Dinner
Maharashtra,Navi Mumbai,2.3,With Alcohol,Ramada Navi Mumbai Saikripa Foods Services Pvt Ltd,156 Milienium Business Park  MIDC  Sector 2 Mahape   Navi Mumbai 400710 Navi Mumbai,99,,4 Star,87432,Lunch
Odisha,Angul,2.4,With Alcohol,HOTEL SHAKTI CONTINENTAL,6TH LANE  AMALAPADA  HANUMAN BAZAR  ANGUL  ODISHA   759122,84,,4 Star,92137,All meals
Odisha,Bhubaneswar ,3,With Alcohol,Empires,5 B  Saheed Nagar  Bhubaneswar ,58,,4 Star,96123,Breakfast
Odisha,Bhubaneswar ,1.1,With Alcohol,Pal Heights,Pal Heights pl J7  Jayadev Vihar  Bhubaneswar 751013 Odisha ,74,,4 Star,98523,Dinner
Odisha,Bhubaneswar ,2.3,With Alcohol,The New Marrion,6 Janpath,53,,4 Star,95823,Lunch
Punjab,Ludhiana,2.4,With Alcohol,THE PALM COURT ,A UNIT OF KHANNA INFRA BUILD PVT  LTD   20001 A SUKHDEV NAGAR  FEROZEPUR ROAD  ,41,,4 Star,93724,All meals
Rajasthan,Sawai Madhopur,4.7,With Alcohol,Sawai Vilas  A unit of The footprints ranthambhore ,Sawai Vilas Khasra Number 4581 4582 4587 4589 Village Khilchipur tehsil Sawai Madhopur 322001 Rajasthan,60,,4 Star,98742,Breakfast
Tamil Nadu,chennai,4.1,With Alcohol,Hotel Courtyard By Marriott,564 Anna Salai Teynampet Chennai 600018 chennai,242,,4 Star,96742,Dinner
Tamil Nadu,Chennai ,1.3,With Alcohol,EHOTEl,49 50 Whites Road  Royapettah,44,,4 Star,97623,Lunch
Tamil Nadu,Chennai ,1.2,With Alcohol,Gokulam Park Sabari,33  IT Expressway  Rajiv Gandhi Salai  OMR   Navalur,85,,4 Star,98234,All meals
Tamil Nadu,Chennai ,1.4,With Alcohol,MERCURE CHENNAI SRIPERUMBUDUR,CP 8  SIPCOT Inductrial Park  Oragadam  Sriperumbudur  Chennai 602105  Tamil Nadu,93,,4 Star,99237,Breakfast
Tamil Nadu,Chennai ,1.6,With Alcohol,Novotel Chennai Chamiers Road,No 11  Chamiers Road  Nandanam  Chennai,110,,4 Star,94123,Lunch
Tamil Nadu,Chennai ,1.4,With Alcohol,The Raintree  Anna Salai  A Unit of Ceebros Hotels Pvt  Ltd  ,No  636  Anna Salai  Teynampet  Chennai   600035 ,230,,4 Star,99123,Dinner
Tamil Nadu,Kancheepuram,4,With Alcohol,REGENTA CENTRAL RS,No  13 1A  The Marina Mall  OMR Road  Near Navalur Tollgate  Egattur  Chengelpet 603103,120,,4 Star,93782,All meals
Tamil Nadu,Madurai,3,With Alcohol,COURTYARD BY MARRIOTT,A Unit of  Sangu Chakra Hotels Pvt  Ltd   No 168 Alagar Kovil Road  Next to Circuit House,82,,4 Star,94873,Breakfast
Tamil Nadu,Salem,1.1,With Alcohol,RADISSON SALEM  A unit of VETRIVEL EXPLOSIVES PRIVATE LIMITED HOTEL DIVISION ,176  KENNEDY NAGAR  SALEM 636 005 Salem,127,,4 Star,,Dinner
Tamil Nadu,Trichy,2.3,With Alcohol,SRM HOTEL Pv Ltd ,Race Course Road   Khajamalai  Trichy ,110,,4 Star,,Lunch
Telangana,Gachibowli,2.4,With Alcohol,Duet India Hotels  Hyderabad  Private Limited,Road No  2   Financial District   Gachibowli Hyderabad   Telangana 500032   India T  914045416699 Gachibowli,232,,4 Star,,All meals
Telangana,HYDERABAD,4.7,With Alcohol,Mercure Hyderabad KCP,6 3 551  Banjara Hills Main Rd  Somajiguda  Hyderabad  Telangana 500082 HYDERABAD,128,,4 Star,,Breakfast
Telangana,Hyderabad,4.1,With Alcohol,Sitara,Hotel Sitara  Ramojii Film City  Anajpur  RR District   501512,171,,4 Star,,Lunch
Telangana,Hyderabad,1.3,With Alcohol,The Golkonda Hotel,The Golkonda Hyderabad Banjara Hills  Masab Tank  Hyderabad     500 028 Telangana  India Email   infothegolkondahotel com Telephone   91 40 66110101 Fax   91 40 66110102 Toll Free   1800 425 0202 Delhi Sales Office   9133330344 Email   delhithegolkondahotel com,141,,4 Star,,Dinner
Uttar Pradesh,Lucknow ,1,With Alcohol,Fairfield By Marriott Hotel,Gemini Continental Pvt  Ltd   Unit 2   Vibhuti Khand  Gomti Nagar  Opp Indira Gandhi Pratishthan  Lucknow  Uttar Pradesh,222,,4 Star,,All meals
Uttar Pradesh,Lucknow ,4.4,With Alcohol,FAIRFIELD BY MARRIOTT LUCKNOW,FAIRFIELD BY MARRIOTT LUCKNOW OPP  INDIRA GANDHI PRATISTHAN  VIBHUTI KHAND  GOMTI NAGAR,222,,4 Star,,Breakfast
Uttar Pradesh,Noida,3.4,With Alcohol,FORTUNE INN GRAZIA  unit of ANGEL BABY PRODUCTS PVT  LTD ,Plot No  1A  Block I  Sector 27  Noida   201301  Uttar Pradesh  India  NOIDA  Uttar Pradesh   201301  India,42,,4 Star,,Dinner
Uttar Pradesh,Shahjahanpur,1.6,With Alcohol,THE GRAND ARC HOTEL  UNIT OF SHRI BALAJI HOSPITALITY ,SH 29   NAVADA INDERPUR   SHAHJAHANPUR   UTTAR PRADESH 242226,61,,4 Star,,Lunch
Uttarakhand,Ramnagar,3.5,With Alcohol,Aahana The Corbett Wilderness  Unit of Corbett Nature Reserve ,Village Sawaldey West   Ramnagar   Nainital   Uttrakhand 244715 ,46,,4 Star,,All meals
West Bengal,Baharampur,2.4,With Alcohol,FAME HOTELS PVT LTD,24A7 KAILKA PUR ROAD  SHILPO TALUK ,52,,4 Star,,Breakfast
West Bengal,Kolkata,4,With Alcohol,AAURIS UNIT OF MODERN INNS PRIVATE LIMITED,4 ROBINSON STREET  KOLKATA 700017,56,,4 Star,,Lunch
West Bengal,Kolkata,3,With Alcohol,ALTAIR A UNIT OF AMBUJA REALTY DEVELOPMENT LTD ,ECOCENTRE  GROUND FLOOR LOBBY  19TH  20TH AND 21ST FLOOR  EM 4  EM BLOCK  SECTOR V  SALT LAKE,23,,4 Star,,Dinner
West Bengal,Kolkata,1.1,With Alcohol,Hotel Monotel,DM 2  Sector V  Salt Lake  Beside Gate No  4 of Wipro ,109,,4 Star,,All meals
West Bengal,Kolkata,2.3,With Alcohol,HOTEL O2 OXYGEN,641 MONDALGANTHI RAMAKRISHNAPALLY VIP ROAD KAIKHALI KOPLKATA 700052,109,,4 Star,,Breakfast
West Bengal,Kolkata,2.4,With Alcohol,HOTEL O2 OXYGEN,641 MONDOL GANTHI RAMAKRISHNAPALLY   VIP ROAD   KAIKHALI  KOLKATA 700 052,109,,4 Star,,Dinner
West Bengal,Kolkata,1.4,With Alcohol,New Kenilworth Hotel Pvt  Ltd ,1 2  Little Russel Street,101,,4 Star,,Lunch
West Bengal,Kolkata,4,With Alcohol,THE ASTOR  KOLKATA,15  SHAKESPEARE SARANI  ,33,,4 Star,,All meals
West Bengal,Kolkata,1.5,With Alcohol,THE SONNET,BLOCK DD  PLOT NO 8  SECTOR 1  SALT LAKE  KOLKATA   700 064 ,64,,4 Star,,Breakfast
West Bengal,Purulia,1.7,With Alcohol,HOTEL AKASH SAROVAR,East Lake Road  Near Surya Mandir  Purulia,34,,4 Star,,Lunch
Andaman And Nicobar,Port Blair ,3,Without Alcohol,HOTEL AQUAGREEN A UNIT OF SOUTHERNS HOLDINGS AND INVESTMENTS CHENNAI PRIVATE LIMITED,KEYS SELECT HOTEL AQUAGREEN OPPOSITE TO AIRPORT EXIT GATE  LAMBA LINE JUNGLI GHAT  Port Blair ,48,,4 Star,,Dinner
Andhra Pradesh,Visakhapatnam,5,Without Alcohol,PALM BEACH HOTEL,D NO  6 24 3 BEACH ROAD VISHAKAPATNAM,74,,4 Star,,All meals
Chhattisgarh,Raipur ,4,Without Alcohol,Ariena   The Boutique Hotel,608 3  Opp Oswal Petrol Pump  VIP Square  ,50,,4 Star,,Breakfast
Chhattisgarh,Raipur ,2.2,Without Alcohol,HOtel Vennington Court,Fafadih Chowk  Beside RAheja Tower  Raipur,57,,4 Star,,Dinner
Delhi,Delhi,4.5,Without Alcohol,Svelte Hotel And Personal Suites,A 3  District Center  Select Citywalk  Saket,97,,4 Star,,Lunch
Delhi,New Delhi,5,Without Alcohol,Crowne Plaza New Delhi Rohini,CROWNE PLAZA NEW DELHI ROHINI TWIN DISTRICT CENTRE SECTOR 10 ROHINI NEW DELHI 110085,183,,4 Star,,All meals
Gujarat,Ahmedabad,2.2,Without Alcohol,BINORI HOTEL PVT LTD,22 1 B  NEAR MUKTIDHAM THALTEJ CROSS ROAD S G HIGHWAY AHMADABAD,69,,4 Star,,Breakfast
Gujarat,Ahmedabad,4.4,Without Alcohol,Gulmohar Greens   Golf Country Club Limited,Gulmohar Greens   Golf   Country Club Limited   next to  Gokul Vrindavan   off Sarkhej   Sanand Highway  Village  Kolat  Taluka  Sanand  District  Ahmedabad,54,,4 Star,,Dinner
Gujarat,Ahmedabad,3.2,Without Alcohol,hotel kristar llp,plot no 233 opp sunvilla zydus hebadpur crossing thaltej ahmedabad gujarat india ,20,,4 Star,,Lunch
Gujarat,Ahmedabad,2,Without Alcohol,HOTEL RAMADA UNIT OF HOTEL SANKALP RECREATION PVT  LTD ,SURVEY NO 948 CORPORATE ROAD PRAHLADNAGAR OFF S G HIGHWAY AHMEDABAD 380015 ,90,,4 Star,,All meals
Gujarat,Ahmedabad,4.9,Without Alcohol,HOTEL SILVER CLOUD,HOTEL SILVER CLOUD  FP NO 726   727  OPP  GANDHI ASHRAM AND DANDI BRIDGE  WADAJ  AHMEDABAD,73,,4 Star,,Dinner
