S.No.,State,City,Category,Alcohol,Hotel Name,Address,Total Rooms,Ratings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Kerala,Kasaragod,4 Star,With Alcohol,HOTEL HIGHWAY CASTLE,Nullipaddy Near Govt  Ayurveda Hospital  Kasaragod ,17,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Kerala,Kasaragod,4 Star,With Alcohol,J K Residency,Cheruvathur  Cheruvathur PO  Kasargod Dist ,19,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Kerala,KASARGOD,4 Star,With Alcohol,SREE GOKULAM NALANDA RESORTS  A UNIT OF SREE GOKULAM HOTELS INDIA PVT   LTD ,NH 17  NILESHWAR P O   KASARGOD,20,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Kerala,Kochi,4 Star,With Alcohol,Broad Bean Hotel,Opposite KSEB N H Bypass Vytila,47,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Kerala,Kochi,4 Star,With Alcohol,Elite Tourist Home,PARAMARA ROAD KOCHI  KERALA STATE Kochi,22,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Kerala,Kochi,4 Star,With Alcohol,THE AVENUE REGENT,62 1807  M G ROAD  ERNAKULAM,54,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Kerala,Kochi,4 Star,With Alcohol,Yuvarani Residency, A Unit of Ranimatha Arcade   Jos Junction  M G Road Ernakulam,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Kerala,Kodungallur,4 Star,With Alcohol,Hotel Park Residency,Chandapura  Kodungallur  Thrissur,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Kerala,Kollam,4 Star,With Alcohol,All Season Backwater Resort,All Season Backwater Resort  Near Thevally Bridge  Kadavoor  Mathilil P O  Kollam,19,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Kerala,Kollam,4 Star,With Alcohol,HARISREE RESIDENCY,PERUMPUZHA P O  KUNDARA,16,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Kerala,Kollam,4 Star,With Alcohol,Hotel Ambalakkara Regency,Pulamon P O  Kottarakkara  Kollam,16,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Kerala,Kollam,4 Star,With Alcohol,Hotel Hillway,Main Road  Kadakkal P O   Kollam  Dist  ,10,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Kerala,Kollam,4 Star,With Alcohol,HOTEL KAVERY ,MUKKADA  KUNDARA KOLLAM,11,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Kerala,Kollam,4 Star,With Alcohol,HOTEL LEKSHMI,HOTEL LEKSHMI  PARIPALLY P O  KOLLAM,11,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Kerala,Kollam,4 Star,With Alcohol,HOTEL NILA PALACE ,CHEERANCAVU EZHUKONE KOLLAM,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Kerala,Kollam,4 Star,With Alcohol,HOTEL PANACEA VENTURES ,KSRTC JUNCTION  PUNALUR  KOLLAM DISTRICT Kollam,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Kerala,Kollam,4 Star,With Alcohol,HOTEL RAJ REGENCY,MC ROAD  NILAMEL  NILAMEL PO  KOLLAM DISTRICT  KERALA  PIN 691535,22,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Kerala,Kollam,4 Star,With Alcohol,Hotel Raj Residency,N H 66 Kalluvathukkal Kollam Dist   ,22,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Kerala,Kollam,4 Star,With Alcohol,HOTEL REGANT LAKE PALACE ,PUTHENTHURA P O  NEENDAKARA  KOLLAM  KERALA,26,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Kerala,Kollam,4 Star,With Alcohol,HOTEL SAMUDRA,MARKET JUNCTION  KOTTARAKARA P O ,11,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Kerala,Kollam,4 Star,With Alcohol,HOTEL SHILPA REGENCY  A UNIT OF SILPA HOSPITALITY PVT  LTD  ,M C Road  Inchakkad  Mylom P O  Kottarakkara Kollam,12,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Kerala,Kollam,4 Star,With Alcohol,KAVERI INTERNATIONAL,PUTHENKULAM P O   PARAVUR   KOLLAM,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Kerala,Kollam,4 Star,With Alcohol,Madathil Regency,Kottiyam  Kollam Dist  Kerala ,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Kerala,Kollam,4 Star,With Alcohol,ROYALKALLADA RESIDENCY,EAST KALLADA  KOLLAM,20,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Kerala,Kottayam,4 Star,With Alcohol,Emerald Regency,Vakathanam P O  Njaliakuzhy Jn   Kottayam ,22,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Kerala,Kottayam,4 Star,With Alcohol,Hotel Arcadia,T B Road  Kottaym,37,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Kerala,Kottayam,4 Star,With Alcohol,HOTEL SANYO,KURUVILANGAD P O  KOTTAYAM ,10,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Kerala,Kottayam,4 Star,With Alcohol,Hotel Sears Private Limited,M C Road  Nagampadam  Kottayam,11,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Kerala,Kottayam,4 Star,With Alcohol,SAKTHI TOURIST HOME,BAKER JUNCTION  KOTTAYAM,23,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Kerala,Kottayam,4 Star,With Alcohol,Windsor Castle, A Unit of St Mary s Hotels Pvt Ltd   M C Road  Kodimatha Kottayam District  Kerala State Pin  686013,56,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Kerala,Kottayam,4 Star,With Alcohol,Zodiac Heritage,Companykada Road  Mundakayam,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Kerala,Kumarakom,4 Star,With Alcohol,Taj Kumarakom Resort and Spa,Kavanattinkara  Kumarakom  Kottayam Kumarakom,28,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Kerala,Malappuram,4 Star,With Alcohol,HOTEL DEVALOKAM,Ponani Road Edappal Post Malappuram Distict Kerala State,12,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Kerala,Malappuram,4 Star,With Alcohol,MALABAR HERITAGE  KMA Resorts Pvt Ltd ,Building No 34  216 217 218  4Th Stage By Pass  Manjeri,18,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Kerala,Malappuram,4 Star,With Alcohol,NIRMALLYAM RESIDENCY HOTELS PRIVATE LIMITED,CHANGARAMKULAM  P O ALAMKODE  MALAPPURAM DISTRICT,21,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Kerala,Muvattupuzha,4 Star,With Alcohol,Hotel Central Fort,Green Seven Hotels Private Limited Vazhakulam Post  Muvattupuzha Ernakulam Dist   ,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Kerala,Muvattupuzha,4 Star,With Alcohol,HOTEL KABANI INTERNATIONAL,Near Private Bus Stand  Thodupuzha Road  Muvattupuzha  Ernakulam Dist ,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Kerala,Muvattupuzha,4 Star,With Alcohol,HOTEL NARENDRA CENTRAL,HOTEL NARENDRA CENTRAL  NEAR KSRTC BUS STATION  M C ROAD  MOOVATTUPUZHA 686661,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Kerala,Palai,4 Star,With Alcohol,Armani Residency,Ramapuram  Pala  Kottayam,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Kerala,Palai,4 Star,With Alcohol,MAREENA TOURIST HOME,Erattupetta  Kottayam  DT  Kerala ,11,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Kerala,Perumbavoor,4 Star,With Alcohol,Aarya Palace,M C Road  Pulluvazhy  Perumbavoor Ernakulam Dist ,16,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Kerala,Perumbavoor,4 Star,With Alcohol,JAIRAJ LODGE,Perumbavoor P O  Ernakulam ,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL CLASSIC AVENUE,HOTEL CLASSIC AVENUE  T C 25 1744 1   MANJALIKULAM ROAD  THAMPANOOR  THIRUVANATHAPURAM  695001,60,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL DOUBLOON,KALLAMBALAM  TRIVANDRUM,29,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Kerala,Thiruvananthapuram,4 Star,With Alcohol,Hotel Karthika Residency ,Karette  Vamanapuram P O   Thiruvanthapuram  Kerala  Pin   695606,12,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL LIBRA,PAZHAYA ROAD  MEDICAL COLLEGE  P O  TRIVANDRUM Thiruvananthapuram,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Kerala,Thiruvananthapuram,4 Star,With Alcohol,Hotel Maurya Rajadhani,GH Road  Statue  Trivandrum,39,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL NEW INDRAPRASTHA,KILIMANOOR PO  THIRUVANANTHAPURAM,22,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL ROHINI INTERNATIONAL,HOTEL ROHINI INTERNATIONAL  VITHURA P O   ,11,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL SAVITHRI,CHIRAYINKEEZHU ROAD   ATTINGAL  KERALA,15,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL SOORYA,PALACE ROAD  ATTINGAL  TRIVANDRUM,11,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL SREEPADMANABHA,BALARAMAPURAM  TRIVANDRUM,18,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Kerala,Thiruvananthapuram,4 Star,With Alcohol,SP GRAND DAYS,PANAVILA JUNCTION  THYCAUD P O  THIRUVANANTHAPURAM,73,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Kerala,Thiruvananthapuram,4 Star,With Alcohol,SREEVALSAM RESIDENCY ,M C ROAD VEMBAYAM  TRIVANDRUM,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Kerala,Thiruvananthapuram,4 Star,With Alcohol,SURENDRA TRIDENT HOTEL,VATTIYOORKAVU  TRIVANDRUM   695013,11,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Kerala,Thiruvananthapuram,4 Star,With Alcohol,THE RESIDENCY TOWER,PRESS ROAD  TRIVANDRUM,48,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Kerala,Thiruvananthapuram,4 Star,With Alcohol,VAKKOM PALAZZO,Hotel Vakkom Palazzo VP221A  Panayil Kadavu Road  Vakkom P O  Chiranyinkeezhu Taluk  Thiruvananthapuram  Pin  695308 ,24,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Kerala,Thiruvananthapuram,4 Star,With Alcohol,WINDSOR RAJADHANI, A UNIT OF RAJADHANI HOTELS PVT  LTD   T C No 5 2396 1  2   3   Toll Junction  Kawdiar  Thiruvananthapuram   695003,52,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Kerala,Thrissur,4 Star,With Alcohol,ATHIRAPPILLY RESIDENCY HOTELS INDIA PRIVATE LIMITED,Athirappilly Road  Pariyaram PO  Chalakudy ,20,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Kerala,Thrissur,4 Star,With Alcohol,Chand V Regency,Kaipamangalam Thrissur,17,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Kerala,Thrissur,4 Star,With Alcohol,CHERUTHURUTHY ECO GARDENS,A UNIT OF PEPCO RESORTS PRIVATE LIMITED  CHERUTHURUTHY P O  THRISSUR ,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Kerala,Thrissur,4 Star,With Alcohol,Hotel Anupama Legacy,Main Road  Mala  Thrissur Dist  Thrissur,10,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Kerala,Thrissur,4 Star,With Alcohol,HOTEL LUCIYA PALACE,A Unit of Kanichais Enterprises  Marrar Road  Thrissur District     680 001 ,32,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Kerala,Thrissur,4 Star,With Alcohol,Mamatha Motels,Kechery Post  Thrissur Dist Kerala,11,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Kerala,Thrissur,4 Star,With Alcohol,Niya Regency,Kanjani Road  Chettupuzha  P O Olarikkara ,20,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Kerala,Wayanad,4 Star,With Alcohol,Hotel Manasasaras,Thalassery Road  Mananthavady  Wayand,12,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Maharashtra,Mumbai,4 Star,With Alcohol,Courtyard By Marriott Mumbai International Airport   Unit of Kanakia Hotels And Resorts Pvt Ltd    ,Courtyard By Marriott Mumbai International Airport  CTS NO 215  Andheri Kurla Road  Andheri   E   Mumbai Mumbai Mumbai Mumbai,299,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Maharashtra,Mumbai,4 Star,With Alcohol,Fariyas Hotel Mumbai,25  Off Arthur Bunder Road  Colaba,93,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Maharashtra,Mumbai,4 Star,With Alcohol,Hotel Kohinoor Continental,J B Nagar  Andheri Kurla Road  Andheri East  Mumbai ,137,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Maharashtra,Mumbai,4 Star,With Alcohol,HOTEL SAHIL PVT  LTD ,292  J  B  BEHRAM MARG  MUMBAI CENTRAL  ,88,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Maharashtra,Mumbai,4 Star,With Alcohol,HOTEL TRANSIT PVT  LTD   T24 RESIDENCY ,CHURCH ROAD  NEAR AIRPORT ROAD METRO STATION  MAROL  ANDHERI EAST  MUMBAI  400059,55,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Maharashtra,Mumbai,4 Star,With Alcohol,Peninusla Grand Hotel,Sakinaka Junction  Lokmanya Tilak Nagar  Andheri East  Mumbai  Maharashtra ,81,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Maharashtra,Mumbai,4 Star,With Alcohol,Ramee Guestline Hotel,Plot No 3  Kohinoor Road  Dadar  East   Mumbai   400014,58,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Maharashtra,Mumbai,4 Star,With Alcohol,Ramee Guestline Hotel,462 A b Nair Road  Juhu,89,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Maharashtra,Mumbai,4 Star,With Alcohol,THE SHALIMAR HOTEL,AUGUST KRANTI MARG  KEMPS CORNER  MUMBAI 400036,60,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Maharashtra,Mumbai,4 Star,With Alcohol,Trident  Bandra Kurla,C 56   G  Block  Bandra Kurla Complex  Mumbai ,436,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Maharashtra,Nashik,4 Star,With Alcohol,COURTYARD MARRIOTT,S NO  514A1 21TO191  PLOT NO  1 2 5 6 7 8 9  NEAR WOCKHARDT HOSPITAL  MUMBAI NAK  MUMBAI AGRA HIGHWAY  VILLAGE NASHIK  TALUKA   DIST  NASHIK 422011,113,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Maharashtra,Navi Mumbai,4 Star,With Alcohol,Apeejay Surrendra Park Hotels Limited,Plot No  1  Sector 10  CBD Belapur  Navi Mumbai 400614,80,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Maharashtra,Navi Mumbai,4 Star,With Alcohol,Ramada Navi Mumbai Saikripa Foods Services Pvt Ltd,156 Milienium Business Park  MIDC  Sector 2 Mahape   Navi Mumbai 400710 Navi Mumbai,99,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Odisha,Angul,4 Star,With Alcohol,HOTEL SHAKTI CONTINENTAL,6TH LANE  AMALAPADA  HANUMAN BAZAR  ANGUL  ODISHA   759122,84,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Odisha,Bhubaneswar ,4 Star,With Alcohol,Empires,5 B  Saheed Nagar  Bhubaneswar ,58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Odisha,Bhubaneswar ,4 Star,With Alcohol,Pal Heights,Pal Heights pl J7  Jayadev Vihar  Bhubaneswar 751013 Odisha ,74,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Odisha,Bhubaneswar ,4 Star,With Alcohol,The New Marrion,6 Janpath,53,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Punjab,Ludhiana,4 Star,With Alcohol,THE PALM COURT , A UNIT OF KHANNA INFRA BUILD PVT  LTD   20001 A SUKHDEV NAGAR  FEROZEPUR ROAD  ,41,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Rajasthan,Sawai Madhopur,4 Star,With Alcohol,Sawai Vilas  A unit of The footprints ranthambhore ,Sawai Vilas Khasra Number 4581 4582 4587 4589 Village Khilchipur tehsil Sawai Madhopur 322001 Rajasthan,60,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Tamil Nadu,chennai,4 Star,With Alcohol,Hotel Courtyard By Marriott,564 Anna Salai Teynampet Chennai 600018 chennai,242,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Tamil Nadu,Chennai ,4 Star,With Alcohol,EHOTEl,49 50 Whites Road  Royapettah,44,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Tamil Nadu,Chennai ,4 Star,With Alcohol,Gokulam Park Sabari,33  IT Expressway  Rajiv Gandhi Salai  OMR   Navalur,85,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Tamil Nadu,Chennai ,4 Star,With Alcohol,MERCURE CHENNAI SRIPERUMBUDUR,CP 8  SIPCOT Inductrial Park  Oragadam  Sriperumbudur  Chennai 602105  Tamil Nadu,93,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Tamil Nadu,Chennai ,4 Star,With Alcohol,Novotel Chennai Chamiers Road,No 11  Chamiers Road  Nandanam  Chennai,110,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Tamil Nadu,Chennai ,4 Star,With Alcohol,The Raintree  Anna Salai  A Unit of Ceebros Hotels Pvt  Ltd  ,No  636  Anna Salai  Teynampet  Chennai   600035 ,230,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Tamil Nadu,Kancheepuram,4 Star,With Alcohol,REGENTA CENTRAL RS,No  13 1A  The Marina Mall  OMR Road  Near Navalur Tollgate  Egattur  Chengelpet 603103,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Tamil Nadu,Madurai,4 Star,With Alcohol,COURTYARD BY MARRIOTT, A Unit of  Sangu Chakra Hotels Pvt  Ltd   No 168 Alagar Kovil Road  Next to Circuit House,82,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Tamil Nadu,Salem,4 Star,With Alcohol,RADISSON SALEM  A unit of VETRIVEL EXPLOSIVES PRIVATE LIMITED HOTEL DIVISION ,176  KENNEDY NAGAR  SALEM 636 005 Salem,127,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Tamil Nadu,Trichy,4 Star,With Alcohol,SRM HOTEL Pv Ltd ,Race Course Road   Khajamalai  Trichy ,110,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Telangana,Gachibowli,4 Star,With Alcohol,Duet India Hotels  Hyderabad  Private Limited,Road No  2   Financial District   Gachibowli Hyderabad   Telangana 500032   India T  914045416699 Gachibowli,232,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Telangana,HYDERABAD,4 Star,With Alcohol,Mercure Hyderabad KCP,6 3 551  Banjara Hills Main Rd  Somajiguda  Hyderabad  Telangana 500082 HYDERABAD,128,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Telangana,Hyderabad,4 Star,With Alcohol,Sitara,Hotel Sitara  Ramojii Film City  Anajpur  RR District   501512,171,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Telangana,Hyderabad,4 Star,With Alcohol,The Golkonda Hotel,The Golkonda Hyderabad Banjara Hills  Masab Tank  Hyderabad     500 028 Telangana  India Email   infothegolkondahotel com Telephone   91 40 66110101 Fax   91 40 66110102 Toll Free   1800 425 0202 Delhi Sales Office   9133330344 Email   delhithegolkondahotel com,141,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Uttar Pradesh,Lucknow ,4 Star,With Alcohol,Fairfield By Marriott Hotel,Gemini Continental Pvt  Ltd   Unit 2   Vibhuti Khand  Gomti Nagar  Opp Indira Gandhi Pratishthan  Lucknow  Uttar Pradesh,222,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Uttar Pradesh,Lucknow ,4 Star,With Alcohol,FAIRFIELD BY MARRIOTT LUCKNOW,FAIRFIELD BY MARRIOTT LUCKNOW OPP  INDIRA GANDHI PRATISTHAN  VIBHUTI KHAND  GOMTI NAGAR,222,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Uttar Pradesh,Noida,4 Star,With Alcohol,FORTUNE INN GRAZIA  unit of ANGEL BABY PRODUCTS PVT  LTD ,Plot No  1A  Block I  Sector 27  Noida   201301  Uttar Pradesh  India  NOIDA  Uttar Pradesh   201301  India,42,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Uttar Pradesh,Shahjahanpur,4 Star,With Alcohol,THE GRAND ARC HOTEL  UNIT OF SHRI BALAJI HOSPITALITY ,SH 29   NAVADA INDERPUR   SHAHJAHANPUR   UTTAR PRADESH 242226,61,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Uttarakhand,Ramnagar,4 Star,With Alcohol,Aahana The Corbett Wilderness  Unit of Corbett Nature Reserve ,Village Sawaldey West   Ramnagar   Nainital   Uttrakhand 244715 ,46,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,West Bengal,Baharampur,4 Star,With Alcohol,FAME HOTELS PVT LTD,24A7 KAILKA PUR ROAD  SHILPO TALUK ,52,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
